Name,Time,Cumulative PnL
StopLossHunter_Initial_4,2021-Nov-05 19:39:29.076407,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:40:29.562443,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:41:29.991668,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:42:30.701040,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:43:31.537936,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:44:31.724814,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:45:31.875309,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:46:32.406088,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:47:33.323545,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:48:33.611512,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:49:33.740633,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:50:34.079123,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:51:34.735437,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:52:35.168775,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:53:35.417743,-234.503627
StopLossHunter_Initial_4,2021-Nov-05 19:54:35.993552,-240.942081
StopLossHunter_Initial_4,2021-Nov-05 19:55:36.437911,-253.472630
StopLossHunter_Initial_4,2021-Nov-05 19:56:37.046471,-253.472630
StopLossHunter_Initial_4,2021-Nov-05 19:57:38.041690,-253.472630
StopLossHunter_Initial_4,2021-Nov-05 19:58:38.629623,-253.472630
StopLossHunter_Initial_4,2021-Nov-05 19:59:40.019616,-253.472630
StopLossHunter_Initial_4,2021-Nov-05 20:00:50.073214,-253.472630
StopLossHunter_Initial_4,2021-Nov-05 20:14:11.500930,-253.472630
StopLossHunter_Initial_4,2021-Nov-05 21:00:00.055570,-253.472630
StopLossHunter_Initial_4,2021-Nov-06 04:00:00,-253.472630
